,GEO.id,zip_code,GEO.display-label,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health
519,8600000US61315,61315,ZCTA5 61315,259,63.3,19.3,1.7,15.1,44107,56992,20.9,30.6
520,8600000US61316,61316,ZCTA5 61316,185,74.6,6.5,5.4,5.4,54167,69035,9.1,34.1
521,8600000US61317,61317,ZCTA5 61317,340,67.1,0,1.7,15.3,57625,68404,7.3,33.3
522,8600000US61318,61318,ZCTA5 61318,505,68.7,6,0.8,11.6,57396,85454,12.5,23.7
523,8600000US61319,61319,ZCTA5 61319,850,69.3,7.2,3.7,5.8,61897,65506,6.3,27.3
524,8600000US61320,61320,ZCTA5 61320,584,68.8,4.7,3.2,9,60156,63189,3.8,31.2
525,8600000US61321,61321,ZCTA5 61321,248,77,5.1,1.7,17.1,70104,64079,8.1,27.4
526,8600000US61322,61322,ZCTA5 61322,1375,62.8,6.2,6.9,19,38833,47697,20.5,34.6
527,8600000US61323,61323,ZCTA5 61323,69,56.5,2.9,28.6,8.6,30313,40334,13.8,59.6
528,8600000US61324,61324,ZCTA5 61324,60,86.7,0,0,0,-,N,25,0
529,8600000US61325,61325,ZCTA5 61325,745,66.4,2.7,5.4,10,63125,94301,4.7,29.1
530,8600000US61326,61326,ZCTA5 61326,1868,65.6,5.1,7.4,14.1,44744,55749,11.5,37.1
531,8600000US61327,61327,ZCTA5 61327,1082,66.5,1.6,3,7.9,62054,75536,11.7,30.2
532,8600000US61328,61328,ZCTA5 61328,13,100,0,0,0,-,N,0,0
533,8600000US61329,61329,ZCTA5 61329,1113,70.6,4,2.5,17.2,50938,57515,3.4,26.5
534,8600000US61330,61330,ZCTA5 61330,1119,69.7,1.5,0.4,7.4,56161,69082,12.1,28.1
535,8600000US61331,61331,ZCTA5 61331,0,-,-,-,-,-,-,-,-
536,8600000US61332,61332,ZCTA5 61332,68,67.6,4.9,4.9,0,43906,49020,8.4,37.3
537,8600000US61333,61333,ZCTA5 61333,199,69.8,0,1.7,15.5,50417,62213,7.8,38.3
538,8600000US61334,61334,ZCTA5 61334,479,69.5,2.1,5.9,11.8,54750,65292,8.2,32.5
539,8600000US61335,61335,ZCTA5 61335,380,65.8,0.5,5.1,2.6,78750,79167,4.2,37.3
540,8600000US61336,61336,ZCTA5 61336,640,55,0.8,16.9,3.5,44130,62447,10.2,49.4
541,8600000US61337,61337,ZCTA5 61337,409,76.8,5.7,4.7,14.5,36932,54019,12.2,35.6
542,8600000US61338,61338,ZCTA5 61338,209,64.1,24.3,9,12.6,28594,37634,8.4,57
543,8600000US61340,61340,ZCTA5 61340,266,69.2,4.7,0,14.8,56250,67527,11,33.2
544,8600000US61341,61341,ZCTA5 61341,6136,61.5,6.5,6.9,13.6,49519,61907,8.9,30.1
545,8600000US61342,61342,ZCTA5 61342,6981,65.7,6.2,7.1,13.3,51314,62282,11.9,38.3
546,8600000US61344,61344,ZCTA5 61344,259,59.1,10.3,3.9,10.3,41042,61176,5.6,45.3
547,8600000US61345,61345,ZCTA5 61345,670,69.3,3.7,5.3,10.6,48393,86211,13.5,30.1
548,8600000US61346,61346,ZCTA5 61346,56,57.1,0,0,0,42500,47843,11.1,54.2
549,8600000US61348,61348,ZCTA5 61348,3607,68.1,5.4,7,9.9,57361,59512,9.1,28
550,8600000US61349,61349,ZCTA5 61349,687,70,3.7,5.6,19.1,54318,79519,2.3,44.6
551,8600000US61350,61350,ZCTA5 61350,19268,65.3,7.4,6.6,10.7,51685,65873,10.8,36.3
552,8600000US61353,61353,ZCTA5 61353,1143,64.9,4.7,3.7,10.3,56719,65329,15.3,31.8
553,8600000US61354,61354,ZCTA5 61354,9107,63.1,4.1,7,10.9,51352,71295,10.8,36.4
554,8600000US61356,61356,ZCTA5 61356,8943,63,4.1,6.1,15.4,47774,66781,9.5,39.5
555,8600000US61358,61358,ZCTA5 61358,332,56.3,3,5.4,16.3,52639,51947,22,23.6
556,8600000US61359,61359,ZCTA5 61359,232,78.4,1.8,0.9,15,57639,60357,6.2,24.8
557,8600000US61360,61360,ZCTA5 61360,2862,61.9,1.9,3.2,9.7,63346,72367,8.5,24.2
558,8600000US61361,61361,ZCTA5 61361,1120,59.6,3.8,8.2,10.8,46172,58001,10.4,45.8
559,8600000US61362,61362,ZCTA5 61362,4454,65.6,5.5,7.1,16.8,48558,55233,12.4,30.1
560,8600000US61363,61363,ZCTA5 61363,199,70.9,4.6,0,15.6,45250,60576,10.4,31.2
561,8600000US61364,61364,ZCTA5 61364,16077,64.3,6.9,7,13.4,43910,55063,12.2,37.7
562,8600000US61367,61367,ZCTA5 61367,660,71.8,3.7,9.9,15,51736,71830,4.7,29.7
563,8600000US61368,61368,ZCTA5 61368,1228,53.7,3.9,2,12.8,59200,68575,9,41.9
564,8600000US61369,61369,ZCTA5 61369,1314,55.8,7.4,6.2,11.3,43917,58343,14.9,32.5
565,8600000US61370,61370,ZCTA5 61370,1097,70.5,4.2,4.6,9,55069,61941,7.6,33.1
566,8600000US61372,61372,ZCTA5 61372,92,62,0,2.1,8.3,43500,63833,3.3,28.9
567,8600000US61373,61373,ZCTA5 61373,1597,73.7,4.1,0.9,8,63393,75536,6.5,24.5
568,8600000US61374,61374,ZCTA5 61374,103,53.4,0,21.3,19.1,37917,47711,24.8,25.6
569,8600000US61375,61375,ZCTA5 61375,906,50.6,5.5,0.7,10,52692,62295,13.1,40.5
570,8600000US61376,61376,ZCTA5 61376,1877,66.3,4.8,4.1,7.7,65051,68339,11,29.6
571,8600000US61377,61377,ZCTA5 61377,1323,63,5.7,7,11,43393,59980,11.2,28.1
572,8600000US61378,61378,ZCTA5 61378,397,63.2,1.9,16.4,2.4,60114,59491,8.9,25.8
573,8600000US61379,61379,ZCTA5 61379,1027,68,9,4.9,20.1,37188,43728,10.1,34.4
574,8600000US61401,61401,ZCTA5 61401,28796,51.9,10.6,9,16.5,34779,48866,12.5,45.1
575,8600000US61410,61410,ZCTA5 61410,3008,60.3,7.6,6,10.1,44385,54897,7.6,43.3
576,8600000US61411,61411,ZCTA5 61411,270,55.6,0,0,11,45179,48109,8,64.3
577,8600000US61412,61412,ZCTA5 61412,1001,69.4,2.8,9.6,10.3,47500,56232,5,35.8
578,8600000US61413,61413,ZCTA5 61413,756,54.8,2.2,3.2,16.2,50461,62457,5.8,37.4
579,8600000US61414,61414,ZCTA5 61414,524,65.3,2.5,6.4,19.2,40250,47775,17.4,32.3
580,8600000US61415,61415,ZCTA5 61415,1361,59.7,6.2,3.5,8.3,52137,61787,17.1,39.1
581,8600000US61416,61416,ZCTA5 61416,145,66.2,17.6,4.4,19.8,26705,28830,9.5,67.6
582,8600000US61417,61417,ZCTA5 61417,200,37,8.3,0,24.2,31750,34973,15.7,60
583,8600000US61418,61418,ZCTA5 61418,501,60.5,0,11.2,12.2,57440,69839,6.4,27.4
584,8600000US61419,61419,ZCTA5 61419,115,59.1,6.8,0,5.1,64375,81003,6.3,26.8
585,8600000US61420,61420,ZCTA5 61420,932,65.8,7.4,7.8,9,46583,52229,9.2,28.9
586,8600000US61421,61421,ZCTA5 61421,1062,61.4,6.8,1.1,9.3,48125,60614,8.6,40.5
587,8600000US61422,61422,ZCTA5 61422,2680,63.5,12.5,7.1,14.9,34656,43383,13.5,43.7
588,8600000US61423,61423,ZCTA5 61423,609,64.5,4.6,3,0,50906,57965,17.9,16.2
589,8600000US61424,61424,ZCTA5 61424,77,58.4,0,4.3,8.5,54306,59366,2.1,31.9
590,8600000US61425,61425,ZCTA5 61425,206,60.7,1.8,0,4.5,103833,88013,4.4,36.2
591,8600000US61426,61426,ZCTA5 61426,108,52.8,0,0,0,59545,60261,3.5,38.3
592,8600000US61427,61427,ZCTA5 61427,2068,55.9,6.1,2.7,5.7,50216,62611,13.3,36
593,8600000US61428,61428,ZCTA5 61428,723,59.5,5.1,6.1,12,63788,73936,6.6,43.5
594,8600000US61430,61430,ZCTA5 61430,687,66.7,4.3,1.5,9.6,51333,63855,14.3,33.3
595,8600000US61431,61431,ZCTA5 61431,374,51.3,0.7,5.9,16.4,51250,55993,12.8,44.5
596,8600000US61432,61432,ZCTA5 61432,484,60.5,6.8,2.8,8,54511,63955,6.4,28.7
597,8600000US61433,61433,ZCTA5 61433,0,-,-,-,-,-,-,-,-
598,8600000US61434,61434,ZCTA5 61434,2755,58.3,10.6,3.2,17.3,40860,52111,9.3,41.4
599,8600000US61435,61435,ZCTA5 61435,127,71.7,0,0,0,58313,57068,30.1,28.8
600,8600000US61436,61436,ZCTA5 61436,872,57.3,6,5.1,8,53813,71371,11.4,24.9
601,8600000US61437,61437,ZCTA5 61437,723,71.5,1,4.4,10.2,55144,63692,3.9,30.2
602,8600000US61438,61438,ZCTA5 61438,711,70.5,2,3.4,9.9,71875,84227,3,28.2
603,8600000US61439,61439,ZCTA5 61439,228,65.4,13.7,5.1,9.4,50625,50946,13.8,41.8
604,8600000US61440,61440,ZCTA5 61440,553,61.1,7.1,6.8,11.7,47813,50960,6.2,44.2
605,8600000US61441,61441,ZCTA5 61441,808,58.2,1.2,2.3,15.3,51146,62366,5.7,35.8
606,8600000US61442,61442,ZCTA5 61442,556,59.5,13.3,8.7,23.8,34167,48670,9.6,38.2
607,8600000US61443,61443,ZCTA5 61443,11182,60.7,6.4,7.2,16.2,40586,52132,12.1,42.7
608,8600000US61447,61447,ZCTA5 61447,712,68.4,1.8,6.2,13.8,42011,55492,15.9,39.6
609,8600000US61448,61448,ZCTA5 61448,3187,58.2,3.7,2.4,12.4,49776,57816,6.7,30.5
610,8600000US61449,61449,ZCTA5 61449,470,58.1,3.3,0.8,39,30833,41269,8.1,50
611,8600000US61450,61450,ZCTA5 61450,1449,62.9,2.7,7.5,15.6,39881,54895,12.5,39.2
612,8600000US61451,61451,ZCTA5 61451,412,78.9,4.2,0,0,72386,110840,5.8,15
613,8600000US61452,61452,ZCTA5 61452,323,69,4.3,2.5,6.8,49500,54051,7.7,37.8
614,8600000US61453,61453,ZCTA5 61453,509,60.5,3.9,9.6,11.7,47798,52526,11.1,44.9
615,8600000US61454,61454,ZCTA5 61454,424,52.4,10.6,8.9,14.8,46000,49225,10.6,42.2
616,8600000US61455,61455,ZCTA5 61455,19607,56.8,18.7,8.2,15.4,31448,48740,9.4,25.5
617,8600000US61458,61458,ZCTA5 61458,764,63.2,2.4,6.7,3.5,70517,70046,22.6,28.1
618,8600000US61459,61459,ZCTA5 61459,372,56.5,5.4,6.5,13.7,42574,61372,10.5,42.5
619,8600000US61460,61460,ZCTA5 61460,256,66,0,5,10.6,63125,66579,6.3,55.9
620,8600000US61462,61462,ZCTA5 61462,9283,63,9.1,8.9,15.1,37487,52197,12,37.5
621,8600000US61465,61465,ZCTA5 61465,972,64.2,1,7.2,16.1,57434,66217,10.9,34.4
622,8600000US61466,61466,ZCTA5 61466,317,64.7,2.8,3.4,4.1,70096,87363,7,32.9
623,8600000US61467,61467,ZCTA5 61467,864,60.9,1,2.3,9.5,58625,68029,7.6,37.3
624,8600000US61468,61468,ZCTA5 61468,139,60.4,0,0,0,52841,59150,16.3,42.2
625,8600000US61469,61469,ZCTA5 61469,2019,63.6,7.2,8.3,14.8,38684,58216,12.4,33.2
626,8600000US61470,61470,ZCTA5 61470,456,56.6,7.8,6.3,11.2,39423,46482,11.2,42.1
627,8600000US61471,61471,ZCTA5 61471,103,69.9,3.8,1.9,3.8,52500,61615,7.8,46.1
628,8600000US61472,61472,ZCTA5 61472,554,63.5,1.1,0.7,2.9,60658,68099,5.6,19.8
629,8600000US61473,61473,ZCTA5 61473,1353,64.6,3.5,8.1,12.9,44583,60474,10.2,40.4
630,8600000US61474,61474,ZCTA5 61474,131,69.5,5.6,6.9,8.3,41071,45013,24.3,39.2
631,8600000US61475,61475,ZCTA5 61475,263,52.9,0,0,0,68566,65383,0.6,78.1
632,8600000US61476,61476,ZCTA5 61476,446,65.9,1.3,3.9,16.7,55365,60638,8.4,23.1
633,8600000US61477,61477,ZCTA5 61477,507,41.8,1.4,14.8,13,39531,55801,6.1,46.5
634,8600000US61478,61478,ZCTA5 61478,141,58.9,7.8,0,17.8,54167,60163,0,13.8
635,8600000US61479,61479,ZCTA5 61479,111,77.5,0,0,0,72188,71411,0,53.3
636,8600000US61480,61480,ZCTA5 61480,1229,67,4.3,9.2,12.5,41979,53195,9.4,40.8
637,8600000US61482,61482,ZCTA5 61482,436,66.3,5.3,4.9,15.6,38487,47712,6.1,37.4
638,8600000US61483,61483,ZCTA5 61483,1588,57.8,3.5,6.6,7.4,57731,67226,8.5,38.2
639,8600000US61484,61484,ZCTA5 61484,808,69.7,4.8,11.1,14.6,37614,53702,13.2,34.4
640,8600000US61485,61485,ZCTA5 61485,444,70,4.4,1.5,7.3,60833,78815,8.1,16.9
641,8600000US61486,61486,ZCTA5 61486,1217,59.3,1.8,3.6,13.8,46250,61905,5.2,43.2
642,8600000US61488,61488,ZCTA5 61488,904,72.1,8,8.6,9.4,41250,53396,8,28.6
643,8600000US61489,61489,ZCTA5 61489,774,55,2,5.5,7,47885,54863,12.3,35.7
644,8600000US61490,61490,ZCTA5 61490,1048,71.5,4.7,2.7,8.6,59875,66362,9.4,37
645,8600000US61491,61491,ZCTA5 61491,1749,63.1,7.4,3.6,10.6,55577,69921,9.8,39.8
646,8600000US61501,61501,ZCTA5 61501,1495,56.4,7.8,7.3,14.6,38631,49693,8.5,39.7
647,8600000US61516,61516,ZCTA5 61516,572,65.6,1.7,8.6,9.2,60357,68062,6.3,22.7
648,8600000US61517,61517,ZCTA5 61517,2453,65.4,2.7,3.4,5.5,75441,91631,3.3,33
649,8600000US61519,61519,ZCTA5 61519,126,57.1,4.1,8.2,30.1,29375,43055,11,49.4
650,8600000US61520,61520,ZCTA5 61520,14459,52.5,8.7,6.4,14,44542,53905,9.6,37
651,8600000US61523,61523,ZCTA5 61523,9063,63.3,3.2,2.5,11,57399,67713,11.4,26.5
652,8600000US61524,61524,ZCTA5 61524,150,58,6.7,5.3,12,47125,48793,15.3,27.8
653,8600000US61525,61525,ZCTA5 61525,6586,69.6,0.9,1.1,4.8,103344,120757,2,13.1
654,8600000US61526,61526,ZCTA5 61526,798,55,0,6.6,5.3,99722,97976,2.9,26.6
655,8600000US61528,61528,ZCTA5 61528,1924,61.8,0,1.9,13.9,79423,94938,4.5,23.1
656,8600000US61529,61529,ZCTA5 61529,2213,67.3,1.4,2.6,11.3,65547,74372,3.9,33.1
657,8600000US61530,61530,ZCTA5 61530,5119,64.3,5.2,2.5,17.3,56010,68373,4.4,36.4
658,8600000US61531,61531,ZCTA5 61531,2649,67.7,2.9,8.9,13.4,50766,56403,10.6,25.6
659,8600000US61532,61532,ZCTA5 61532,398,51.5,5.4,5.4,8.3,38333,54446,4.2,67.2
660,8600000US61533,61533,ZCTA5 61533,1889,60.5,3.6,6.7,4.7,55208,64733,13.2,27.1
661,8600000US61534,61534,ZCTA5 61534,1393,62.1,2.8,0.9,5.7,57321,65008,6.5,33.4
662,8600000US61535,61535,ZCTA5 61535,1187,66.8,4,1.8,9.2,91452,94690,3.5,15.6
663,8600000US61536,61536,ZCTA5 61536,2290,63.5,3.7,1.2,9.4,60758,68810,6.8,35.3
664,8600000US61537,61537,ZCTA5 61537,2355,59.6,5.4,7,14.5,46893,59977,7.8,40.8
665,8600000US61539,61539,ZCTA5 61539,172,64,10,2.2,8.9,41875,49390,17.5,37
666,8600000US61540,61540,ZCTA5 61540,2357,58.7,3.6,5.3,7.9,57315,67206,5.7,36.9
667,8600000US61541,61541,ZCTA5 61541,109,71.6,3.4,3.4,13.8,46591,52355,10.9,35.2
668,8600000US61542,61542,ZCTA5 61542,3240,55.6,6.4,4.6,13,44325,54706,6.5,37.5
669,8600000US61543,61543,ZCTA5 61543,97,46.4,2.1,4.2,39.6,28750,40017,9.5,50
670,8600000US61544,61544,ZCTA5 61544,600,53.8,6.2,1.1,8,45833,55806,6.7,37.8
671,8600000US61545,61545,ZCTA5 61545,618,52.8,0,0,9.3,58594,78025,1.9,22
672,8600000US61546,61546,ZCTA5 61546,3630,62,4.1,4.7,10.7,59714,66214,9,27.9
673,8600000US61547,61547,ZCTA5 61547,3246,70.7,1.8,2.2,3.9,82868,92203,4.8,16.6
674,8600000US61548,61548,ZCTA5 61548,9174,67.6,3.9,2.3,6.3,83294,96869,6.7,20
675,8600000US61550,61550,ZCTA5 61550,14185,64.3,2.9,3.2,7.2,70745,84934,3,24.4
676,8600000US61552,61552,ZCTA5 61552,158,48.1,0,0,12.8,41042,44079,14.5,26.6
677,8600000US61553,61553,ZCTA5 61553,170,70.6,0,3.1,16.5,34821,50862,10,28.6
678,8600000US61554,61554,ZCTA5 61554,35103,61,6.7,5.3,11.2,48104,58409,10.2,35.8
679,8600000US61559,61559,ZCTA5 61559,2487,64,3.7,3.5,9.2,56652,75223,6.9,31
680,8600000US61560,61560,ZCTA5 61560,452,28.8,0,7,16.5,68889,72575,6,59.1
681,8600000US61561,61561,ZCTA5 61561,2297,67.5,3.8,3.3,7.5,57473,76658,3.3,24.6
682,8600000US61562,61562,ZCTA5 61562,62,100,0,0,0,-,N,0,0
683,8600000US61563,61563,ZCTA5 61563,391,59.6,4.5,5.6,11.1,40250,50312,6,47.8
684,8600000US61564,61564,ZCTA5 61564,892,73.1,7,5.7,13.1,51667,55212,9.7,35.3
685,8600000US61565,61565,ZCTA5 61565,1406,67.4,0.6,2.8,11,56750,68686,11.2,26.1
686,8600000US61567,61567,ZCTA5 61567,402,48.5,7.3,13,7.6,40889,41589,10.5,48.5
687,8600000US61568,61568,ZCTA5 61568,3383,66.6,1.3,4.7,7.4,66693,81737,5.5,19
688,8600000US61569,61569,ZCTA5 61569,740,56.2,15.1,0,8.5,55476,72277,3.9,39.4
689,8600000US61570,61570,ZCTA5 61570,1404,69.7,5.4,0.9,11,57303,66989,12.4,22.1
690,8600000US61571,61571,ZCTA5 61571,18301,65.6,2.9,3.6,7,65747,79118,5.2,24.8
691,8600000US61572,61572,ZCTA5 61572,974,61.4,2.6,3.9,12.9,49423,53183,8.5,37
692,8600000US61602,61602,ZCTA5 61602,1008,35.8,28.6,11.3,8.8,25875,64741,19.9,52.2
693,8600000US61603,61603,ZCTA5 61603,12077,67.4,14.4,8.4,15.7,34422,42025,16.7,48.5
694,8600000US61604,61604,ZCTA5 61604,24428,63.2,10.7,5.8,12.4,40630,50156,11.9,40.8
695,8600000US61605,61605,ZCTA5 61605,11036,53.6,26.2,12.8,21.7,19442,29934,18.4,63.1
696,8600000US61606,61606,ZCTA5 61606,7068,63.1,15.6,7.9,12.6,35904,53915,13,19.3
697,8600000US61607,61607,ZCTA5 61607,9003,66.4,4.4,3.5,7.9,58366,68491,8.4,29.7
698,8600000US61610,61610,ZCTA5 61610,4697,69.8,4.8,6,13.8,39827,48450,16.6,36.1
699,8600000US61611,61611,ZCTA5 61611,20225,64.9,4.9,4.6,10.5,54765,67328,12.4,29.9
700,8600000US61614,61614,ZCTA5 61614,23665,64.6,5.5,2.4,9,59920,81525,10.4,32.3
701,8600000US61615,61615,ZCTA5 61615,18771,68.7,5,2.5,9.6,67246,94595,9.6,23
702,8600000US61616,61616,ZCTA5 61616,5133,65.8,9.1,1.5,15.7,43486,61663,13.3,29
703,8600000US61625,61625,ZCTA5 61625,570,37.9,100,0,0,-,N,3.2,1.1
704,8600000US61701,61701,ZCTA5 61701,29338,68.2,10.2,6,12.9,42307,59276,12.2,34.8
705,8600000US61704,61704,ZCTA5 61704,27353,73.5,2,2.2,5.2,86530,104265,6.3,17.1
706,8600000US61705,61705,ZCTA5 61705,9758,72,3.5,3.9,5.1,95141,112797,4.7,19.1
707,8600000US61720,61720,ZCTA5 61720,120,55.8,29.9,3,4.5,43750,36533,7.6,56.7
708,8600000US61721,61721,ZCTA5 61721,478,64.9,2.3,3.5,8.6,58750,61059,5.2,29.5
709,8600000US61722,61722,ZCTA5 61722,491,58.9,2.7,1.4,8.6,60227,68191,8.7,31.6
710,8600000US61723,61723,ZCTA5 61723,1327,64.5,0.9,6.6,14,51776,63129,8.4,38.9
711,8600000US61724,61724,ZCTA5 61724,379,82.1,0.6,5,3.1,59792,69735,10.4,41.8
712,8600000US61725,61725,ZCTA5 61725,1156,72.7,2.1,5.9,4.1,68889,88735,5,18.6
713,8600000US61726,61726,ZCTA5 61726,2094,69.1,4.9,4.2,9.1,53469,61917,12.8,29.2
714,8600000US61727,61727,ZCTA5 61727,8164,62.2,8.8,5.8,10.3,50697,65261,9.5,36.2
715,8600000US61728,61728,ZCTA5 61728,1154,65.9,4,3.6,8.9,63424,71856,10.3,27.3
716,8600000US61729,61729,ZCTA5 61729,835,60.1,0.3,6.1,9,64333,99640,4.7,22.7
717,8600000US61730,61730,ZCTA5 61730,298,81.5,3.4,2.9,9.8,57500,72695,8.5,37
718,8600000US61731,61731,ZCTA5 61731,138,57.2,0,0,0,63047,72413,11.5,59.1
719,8600000US61732,61732,ZCTA5 61732,1686,67,1.4,0.7,3.5,72386,103029,6.4,25.9
720,8600000US61733,61733,ZCTA5 61733,827,73,0,4.2,5,67014,99008,8.5,28.6
721,8600000US61734,61734,ZCTA5 61734,2212,63.4,3.6,4.2,6.1,59070,71879,7,29.8
722,8600000US61735,61735,ZCTA5 61735,470,52.8,1.1,2.1,29.3,40474,75971,7.6,32.1
723,8600000US61736,61736,ZCTA5 61736,1248,71.6,1.8,2.2,2.2,78500,111787,3.8,18
724,8600000US61737,61737,ZCTA5 61737,512,71.1,0.5,7.5,0.5,55000,92136,7.5,14.7
725,8600000US61738,61738,ZCTA5 61738,3316,72.5,3.2,2.9,12.1,63200,77632,5.6,31.9
726,8600000US61739,61739,ZCTA5 61739,3858,65.9,5.4,2.6,12.3,55648,71540,4.1,34.7
727,8600000US61740,61740,ZCTA5 61740,1336,56.7,3.4,4.1,11.3,57847,70371,4.5,38.2
728,8600000US61741,61741,ZCTA5 61741,1264,62.7,4.1,6.8,8.8,56071,65133,7.5,37.6
729,8600000US61742,61742,ZCTA5 61742,1079,74.9,1.9,0.4,2.5,72727,86540,8,15.7
730,8600000US61743,61743,ZCTA5 61743,175,78.3,4.2,6.3,0,62045,73669,13.2,21
731,8600000US61744,61744,ZCTA5 61744,1425,63.8,1.3,3.4,5,63846,71345,3.6,24.6
732,8600000US61745,61745,ZCTA5 61745,3218,73.8,4,2.7,6.1,80840,90738,7.2,19.9
733,8600000US61747,61747,ZCTA5 61747,1256,63.6,2,2.6,6,53886,64963,8.3,29.8
734,8600000US61748,61748,ZCTA5 61748,2179,66.8,1.3,3.1,3.5,78902,96009,5.5,21.4
735,8600000US61749,61749,ZCTA5 61749,551,59.7,0.7,1.1,23.6,51333,56318,10.5,36.3
736,8600000US61750,61750,ZCTA5 61750,59,32.2,0,0,20.6,30263,27074,40.7,59.3
737,8600000US61751,61751,ZCTA5 61751,93,64.5,0,0,10.3,44000,47857,1.7,51.3
738,8600000US61752,61752,ZCTA5 61752,3446,66.2,4.3,3.6,7.9,59974,69839,6.4,26.8
739,8600000US61753,61753,ZCTA5 61753,2449,68.3,3.8,3.8,5.6,65585,73978,6.6,31.2
740,8600000US61754,61754,ZCTA5 61754,1045,70.8,4.1,1.4,6.3,63309,94409,8.5,23
741,8600000US61755,61755,ZCTA5 61755,3632,70.6,1.6,3.5,6.4,66623,87264,5.6,22.5
742,8600000US61756,61756,ZCTA5 61756,1809,65.8,1.9,2.7,10.7,56140,64449,13.3,30.6
743,8600000US61759,61759,ZCTA5 61759,1293,62.5,0.6,1.7,8.1,52734,73563,4.7,31.6
744,8600000US61760,61760,ZCTA5 61760,1890,62.6,5.7,5.7,10.5,46023,57883,7.4,35.1
745,8600000US61761,61761,ZCTA5 61761,44982,67.8,12.1,5.9,10.6,54027,67887,6.2,17.9
746,8600000US61764,61764,ZCTA5 61764,11892,53.2,5.5,6.2,13.7,50460,64297,9.4,34.1
747,8600000US61769,61769,ZCTA5 61769,437,62.2,8,1.9,11.7,64750,74161,10.2,38.3
748,8600000US61770,61770,ZCTA5 61770,905,73.6,1.5,4.4,7.3,54505,70022,11.4,31.8
749,8600000US61771,61771,ZCTA5 61771,743,64.1,4.6,1.7,13.3,54635,60961,8.8,28.5
750,8600000US61772,61772,ZCTA5 61772,282,65.6,0,0,0,60859,63794,6.8,24.9
751,8600000US61773,61773,ZCTA5 61773,379,80.2,5.2,1.9,8.6,63529,67538,14.5,20.4
752,8600000US61774,61774,ZCTA5 61774,701,67.9,0,6.9,5.3,65789,62152,17.3,35
753,8600000US61775,61775,ZCTA5 61775,272,76.5,0,4.2,5.6,57813,65806,2.1,19.2
754,8600000US61776,61776,ZCTA5 61776,1308,72,2.6,3.3,3,77679,89584,2.8,25
755,8600000US61777,61777,ZCTA5 61777,632,79.7,4.2,3.6,4.8,65938,72978,5.1,30
756,8600000US61778,61778,ZCTA5 61778,611,59.7,2.1,0.7,12.8,61500,62761,4.8,38.1
757,8600000US61801,61801,ZCTA5 61801,28604,58.1,25.8,6.9,16.4,25647,45220,9.1,15.4
758,8600000US61802,61802,ZCTA5 61802,15555,67,12.7,4.2,10.5,43767,61229,11.5,34.4
759,8600000US61810,61810,ZCTA5 61810,167,68.9,0,1.1,17.8,60556,61953,6.2,30.3
760,8600000US61811,61811,ZCTA5 61811,511,59.5,5.5,5,10,52500,56132,7.5,19.3
761,8600000US61812,61812,ZCTA5 61812,345,65.2,0,0,12.8,56250,76009,13.4,20.4
762,8600000US61813,61813,ZCTA5 61813,1600,66.2,4.1,4.7,8.7,51944,67790,11.5,33.7
763,8600000US61814,61814,ZCTA5 61814,1016,66.3,2.9,6,7.1,67155,68084,11,21.6
764,8600000US61815,61815,ZCTA5 61815,195,72.3,9.1,0.9,34.5,35500,43618,6.5,17.6
765,8600000US61816,61816,ZCTA5 61816,370,65.1,1.1,4.8,7.4,71000,81382,8.2,24.7
766,8600000US61817,61817,ZCTA5 61817,2091,63.2,1.4,3.4,7.2,62440,74093,5.6,28
767,8600000US61818,61818,ZCTA5 61818,1148,62.1,1.7,6.5,10.3,55685,56920,5,29.3
768,8600000US61820,61820,ZCTA5 61820,33236,54.9,25.3,10.5,17.6,22470,36049,11.8,12.7
769,8600000US61821,61821,ZCTA5 61821,24189,70,7.9,3.8,12.9,52152,67365,10.6,31.4
770,8600000US61822,61822,ZCTA5 61822,18254,70.3,4.9,1.3,5.7,77005,103145,7.1,17.4
771,8600000US61830,61830,ZCTA5 61830,456,65.4,0,0,7,69659,76972,3.6,37.7
772,8600000US61831,61831,ZCTA5 61831,99,92.9,0,4.1,4.1,68438,78865,8.3,33
773,8600000US61832,61832,ZCTA5 61832,29046,57.7,14.8,7.6,15.7,34678,45732,15.1,47.3
774,8600000US61833,61833,ZCTA5 61833,1752,57.2,6.8,7.6,11.1,48969,47743,11.2,39.8
775,8600000US61834,61834,ZCTA5 61834,6352,51.3,7.2,3.5,8.2,48887,62245,5.6,35
776,8600000US61839,61839,ZCTA5 61839,549,73.4,4.1,8.2,20.2,42837,54302,17.6,31.1
777,8600000US61840,61840,ZCTA5 61840,652,52.9,2.8,0,0,71087,81085,1,24.7
778,8600000US61841,61841,ZCTA5 61841,1035,64.1,3,3,9.3,55417,65118,4.3,35
779,8600000US61842,61842,ZCTA5 61842,2360,66,4.2,3.1,19.2,51758,58582,8.4,31.1
780,8600000US61843,61843,ZCTA5 61843,1756,69.1,3,2.6,9.7,57885,69462,6.3,35.3
781,8600000US61844,61844,ZCTA5 61844,749,76.2,1.7,3.9,5.9,65536,69287,8.9,12.6
782,8600000US61845,61845,ZCTA5 61845,342,70.2,0,1.5,4.6,69667,69337,8.4,14.8
783,8600000US61846,61846,ZCTA5 61846,3929,55.1,5.1,3.3,17.2,37316,48179,13.4,41.8
