,GEO.id,zip_code,GEO.display-label,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health
256,8600000US60545,60545,ZCTA5 60545,9914,72.8,4.1,3.1,5.6,60897,81403,12.8,26.5
257,8600000US60546,60546,ZCTA5 60546,12696,67.5,4.4,4.6,7.4,65663,95140,7.7,24.1
258,8600000US60548,60548,ZCTA5 60548,9897,69.4,3.6,4.6,11.1,61058,71947,10.9,28.1
259,8600000US60549,60549,ZCTA5 60549,726,60.7,0,0,22.2,61429,64335,4.4,59.1
260,8600000US60550,60550,ZCTA5 60550,1077,64.6,5.7,9.4,8.4,50662,58087,13.9,31.1
261,8600000US60551,60551,ZCTA5 60551,4007,57,0.9,2.7,3.6,75417,78538,5.1,24.7
262,8600000US60552,60552,ZCTA5 60552,3535,67.5,4.5,3.9,5.6,72448,83058,8.6,25.3
263,8600000US60553,60553,ZCTA5 60553,630,64.4,7.1,0.7,12.7,65288,72689,13.2,26.9
264,8600000US60554,60554,ZCTA5 60554,9098,73.5,1,0.9,1.5,108109,125307,4.7,15.4
265,8600000US60555,60555,ZCTA5 60555,10800,77.2,3.5,2.2,4.9,75988,96712,12.8,23.4
266,8600000US60556,60556,ZCTA5 60556,1429,68.9,3,2.1,8.1,67039,75549,10.8,30.5
267,8600000US60557,60557,ZCTA5 60557,0,-,-,-,-,-,-,-,-
268,8600000US60558,60558,ZCTA5 60558,9474,65.5,1.4,0.4,2.8,139257,180075,2.3,15.7
269,8600000US60559,60559,ZCTA5 60559,20058,69.4,4.4,2.7,7.5,61540,79648,15.2,25.6
270,8600000US60560,60560,ZCTA5 60560,16531,75.4,1,1.9,5.3,83634,97684,6.9,19.4
271,8600000US60561,60561,ZCTA5 60561,19027,65.5,2.9,2.5,6.5,79274,101260,6.9,24.7
272,8600000US60563,60563,ZCTA5 60563,28693,71,2.8,1.5,6.4,80629,101709,10.4,18.6
273,8600000US60564,60564,ZCTA5 60564,29170,69.9,2.6,1.1,2.3,140442,161949,4,8.3
274,8600000US60565,60565,ZCTA5 60565,31289,71.8,2.1,0.9,3.7,113581,135499,4.6,14
275,8600000US60585,60585,ZCTA5 60585,15322,78.4,0.9,0.3,2.6,116713,121130,3.4,10.3
276,8600000US60586,60586,ZCTA5 60586,33091,76.7,1.8,0.7,3.6,86417,97248,8,13.1
277,8600000US60601,60601,ZCTA5 60601,9243,72.6,9,3.4,3,95556,135239,5.7,9.9
278,8600000US60602,60602,ZCTA5 60602,1330,74.4,1.2,1.9,3.3,79957,132736,7.5,11.8
279,8600000US60603,60603,ZCTA5 60603,877,57.7,20.2,0,0,107419,176789,2.2,3.1
280,8600000US60604,60604,ZCTA5 60604,408,72.5,10,5,1.1,132188,214918,6.5,8
281,8600000US60605,60605,ZCTA5 60605,22687,75.4,9.9,3.8,4.3,75426,107930,5.6,12.9
282,8600000US60606,60606,ZCTA5 60606,2538,90.3,7.3,0.6,2.8,109324,135559,4.4,5.6
283,8600000US60607,60607,ZCTA5 60607,22690,74,12.2,3.8,5.4,80261,107194,7.8,11.8
284,8600000US60608,60608,ZCTA5 60608,63425,60.9,11.8,7.7,16.3,35336,48667,29.5,36.1
285,8600000US60609,60609,ZCTA5 60609,46242,62.8,13.2,8,15.7,33630,45455,26.8,42.5
286,8600000US60610,60610,ZCTA5 60610,35012,73.5,13.3,4,7.3,72636,118431,7.7,23.6
287,8600000US60611,60611,ZCTA5 60611,28349,69.4,7.2,2.1,5.3,85642,161454,5.4,20
288,8600000US60612,60612,ZCTA5 60612,27538,61.8,20.9,7.9,11.5,35318,54544,17.2,39.1
289,8600000US60613,60613,ZCTA5 60613,44206,83,8.1,4.1,7.3,66697,99357,11,11.9
290,8600000US60614,60614,ZCTA5 60614,59408,78,8.4,3.7,5.7,86215,134437,6,10.5
291,8600000US60615,60615,ZCTA5 60615,34092,64.1,16.3,7,12.6,39055,65334,14.6,30.5
292,8600000US60616,60616,ZCTA5 60616,42637,66.8,13.7,7.7,11.2,44258,62579,19.3,27.4
293,8600000US60617,60617,ZCTA5 60617,63301,57,13,7.6,14.3,38845,50824,19.1,46.6
294,8600000US60618,60618,ZCTA5 60618,77402,74,5.9,4.4,9.4,55577,83289,23.7,22.7
295,8600000US60619,60619,ZCTA5 60619,51531,59.2,16,7.7,15.7,34977,47014,19.6,44.8
296,8600000US60620,60620,ZCTA5 60620,57607,55.5,14.4,8,17.7,31753,43334,20.7,48.7
297,8600000US60621,60621,ZCTA5 60621,25057,49.3,28.3,12.1,18.4,19548,31965,21.7,59.8
298,8600000US60622,60622,ZCTA5 60622,45679,79.2,6.6,4,8.4,68923,96652,15.3,19.7
299,8600000US60623,60623,ZCTA5 60623,61075,57.9,15.1,9,20.6,28949,37923,31.2,48.1
300,8600000US60624,60624,ZCTA5 60624,28333,44.7,25.5,9.2,17.9,22786,35306,21.5,57.9
301,8600000US60625,60625,ZCTA5 60625,64183,74.4,7.8,4.4,10.8,56597,76589,25.5,25
302,8600000US60626,60626,ZCTA5 60626,42693,69.6,13.7,8.2,13.5,38734,53042,23.7,26.1
303,8600000US60628,60628,ZCTA5 60628,55919,53.3,12.9,7.2,15.3,37472,47111,17.7,49
304,8600000US60629,60629,ZCTA5 60629,81186,64.6,8.8,5.3,13.6,40650,50293,26,38.8
305,8600000US60630,60630,ZCTA5 60630,46413,69,5.5,5.9,10.8,58086,71848,16.8,28.1
306,8600000US60631,60631,ZCTA5 60631,23881,64.4,5.2,2.5,8.1,74007,85673,9.3,24.2
307,8600000US60632,60632,ZCTA5 60632,65339,66.1,6.7,5.3,15.3,38545,48551,29.9,39
308,8600000US60633,60633,ZCTA5 60633,10437,58,10.5,6.9,10.7,44417,55511,15.4,36.2
309,8600000US60634,60634,ZCTA5 60634,59366,68,6.4,4.1,10.1,55767,66516,21.9,29.9
310,8600000US60636,60636,ZCTA5 60636,30513,54.8,16,9.6,22.1,26352,37001,24.8,53.8
311,8600000US60637,60637,ZCTA5 60637,36445,56.6,22.7,9.4,16.7,25775,48252,15.1,47.5
312,8600000US60638,60638,ZCTA5 60638,44677,67.8,3.9,4.1,10,61903,70951,13.4,26.7
313,8600000US60639,60639,ZCTA5 60639,67395,66.2,7.7,7,14.2,38707,48251,26.1,39.2
314,8600000US60640,60640,ZCTA5 60640,57265,70.8,15.2,6.9,10.3,46974,65414,19.5,24.8
315,8600000US60641,60641,ZCTA5 60641,55645,71.8,6.6,4.7,11.2,46816,64095,23.8,32.5
316,8600000US60642,60642,ZCTA5 60642,16555,80.8,8.1,2.7,9,67591,89573,15.3,14.6
317,8600000US60643,60643,ZCTA5 60643,40803,59.6,7.1,4.4,9.6,61799,78222,10.4,35.9
318,8600000US60644,60644,ZCTA5 60644,36033,52.5,18.9,9.5,20,26092,36795,24.9,51.6
319,8600000US60645,60645,ZCTA5 60645,35408,63.1,8.2,4.4,10.3,48918,73629,24.1,34.7
320,8600000US60646,60646,ZCTA5 60646,22309,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5
321,8600000US60647,60647,ZCTA5 60647,70702,72.4,8.1,6.3,11.4,51675,74212,23.2,26.7
322,8600000US60649,60649,ZCTA5 60649,36557,61.7,22.3,8.2,14.9,28573,41553,22.3,42
323,8600000US60651,60651,ZCTA5 60651,46722,54.3,16.8,7.8,15.5,30971,43561,24,47
324,8600000US60652,60652,ZCTA5 60652,32816,66.5,5.2,3.7,9.6,65330,73557,17.5,28.4
325,8600000US60653,60653,ZCTA5 60653,23462,61.7,24.7,10.2,15.1,24968,48008,15.5,47.9
326,8600000US60654,60654,ZCTA5 60654,15004,85.5,8.5,3.7,3.6,90645,149346,7.9,6.5
327,8600000US60655,60655,ZCTA5 60655,21699,70.7,2.5,1.9,4.8,85531,98328,4.7,14.6
328,8600000US60656,60656,ZCTA5 60656,22401,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3
329,8600000US60657,60657,ZCTA5 60657,61457,83.1,7.8,3.4,5.3,75885,114522,8.3,9.7
330,8600000US60659,60659,ZCTA5 60659,30524,65.3,8.5,4.7,13,49581,65262,25.1,33.9
331,8600000US60660,60660,ZCTA5 60660,37296,68.6,12.6,7.5,11.9,38970,58185,22.2,22.8
332,8600000US60661,60661,ZCTA5 60661,7152,86.1,8.5,1.2,3.6,93750,114300,5.3,3
333,8600000US60706,60706,ZCTA5 60706,20154,58.5,5.3,5.3,13.8,49325,60594,14.7,30.7
334,8600000US60707,60707,ZCTA5 60707,34660,68.8,5.4,5.9,10.3,55554,69398,19.1,27
335,8600000US60712,60712,ZCTA5 60712,10392,58.5,2,1.2,7.7,95440,124477,9.9,31.3
336,8600000US60714,60714,ZCTA5 60714,25508,55.2,5.8,3.9,12.8,46725,65457,14,37.8
337,8600000US60803,60803,ZCTA5 60803,18113,69.5,7.2,3,12.9,51186,59619,15.1,28.8
338,8600000US60804,60804,ZCTA5 60804,58297,67.6,6.4,4.6,12.5,44177,53803,27.4,38.2
339,8600000US60805,60805,ZCTA5 60805,15484,67.4,5.7,5,7.3,65393,78955,7.8,23.4
340,8600000US60827,60827,ZCTA5 60827,21174,63.3,17.7,9,13,33108,44093,19.8,45.9
341,8600000US60901,60901,ZCTA5 60901,27681,61.5,12,7.4,12.2,39915,52478,15.7,43.7
342,8600000US60910,60910,ZCTA5 60910,310,57.7,4.3,1.9,9.3,41250,47203,15.4,49
343,8600000US60911,60911,ZCTA5 60911,1181,71.1,1.8,3.1,9.1,60250,71010,6,19.5
344,8600000US60912,60912,ZCTA5 60912,502,62.4,13.1,4.9,23.6,38625,52816,11.2,55.8
345,8600000US60913,60913,ZCTA5 60913,1265,57.7,10.9,3.6,1.1,60625,71518,7.1,30.1
346,8600000US60914,60914,ZCTA5 60914,22465,65.6,5.9,4,7.6,63264,74359,9.9,26.7
347,8600000US60915,60915,ZCTA5 60915,8468,69.5,3,5.5,12.9,48302,60364,11.9,30.1
348,8600000US60917,60917,ZCTA5 60917,469,63.1,1.4,2.4,4.3,72791,72957,20.1,26.9
349,8600000US60918,60918,ZCTA5 60918,654,63.8,3.2,5.2,5.2,58295,63227,5.5,32.8
350,8600000US60919,60919,ZCTA5 60919,489,60.7,21.6,1.8,17.2,39125,57314,23.5,28.4
351,8600000US60920,60920,ZCTA5 60920,99,72.7,6.8,6.8,6.8,47143,57666,26.7,35.8
352,8600000US60921,60921,ZCTA5 60921,1071,53,12.1,11.3,15.1,36111,47040,6.4,49.8
353,8600000US60922,60922,ZCTA5 60922,1868,57,5.2,3.8,22.7,44087,56048,12.3,36.5
354,8600000US60924,60924,ZCTA5 60924,1330,64.1,7.6,5.8,9.7,52353,77479,6.1,35.6
355,8600000US60926,60926,ZCTA5 60926,29,37.9,0,38.1,19,16563,29329,0,62.1
356,8600000US60927,60927,ZCTA5 60927,1794,73.2,2.8,4.3,5.9,61193,80049,7,27.4
357,8600000US60928,60928,ZCTA5 60928,611,68.9,4,4,10.1,50398,62261,10.5,32.2
358,8600000US60929,60929,ZCTA5 60929,661,67,2.5,2.8,11.3,52037,56600,11.6,39.7
359,8600000US60930,60930,ZCTA5 60930,681,55.7,5.2,12,12.3,43013,52202,7.4,32.1
360,8600000US60931,60931,ZCTA5 60931,458,71,9.8,4.7,12.4,50000,61681,15.8,41
361,8600000US60932,60932,ZCTA5 60932,0,-,-,-,-,-,-,-,-
362,8600000US60933,60933,ZCTA5 60933,222,59.9,0,7.9,9.9,52708,58985,15.3,32.7
363,8600000US60934,60934,ZCTA5 60934,205,82,2.5,2.5,6.6,47813,55560,4.3,28.6
364,8600000US60935,60935,ZCTA5 60935,1003,67.2,2.2,1.7,9.7,75750,77428,5.2,16.2
365,8600000US60936,60936,ZCTA5 60936,3389,60.6,5.7,6.2,20.5,38769,59250,9.2,38.4
366,8600000US60938,60938,ZCTA5 60938,1605,59.1,6.1,5.6,16.4,45492,53357,12.4,43.3
367,8600000US60940,60940,ZCTA5 60940,2821,68.9,0.8,1.9,11.2,68176,72809,11.4,21.2
368,8600000US60941,60941,ZCTA5 60941,1564,58.9,5.9,2.6,10.5,56771,80489,4,39
369,8600000US60942,60942,ZCTA5 60942,4787,59.4,6.6,9.9,13.8,40202,52945,11.7,43.5
370,8600000US60945,60945,ZCTA5 60945,150,56,6.5,5.2,24.7,42250,49181,8.8,38.8
371,8600000US60946,60946,ZCTA5 60946,300,70,3.2,1.3,7.8,56111,80849,19,29.7
372,8600000US60948,60948,ZCTA5 60948,1166,54.3,1.3,3.7,2.8,68516,90659,5.1,39.1
373,8600000US60949,60949,ZCTA5 60949,498,65.3,3.1,9.4,21.3,32303,46649,22.6,58.1
374,8600000US60950,60950,ZCTA5 60950,9369,64.9,2.4,3.1,11.9,64669,69138,9.3,26.9
375,8600000US60951,60951,ZCTA5 60951,606,70.5,6.5,3.4,10.7,70703,67789,5.8,17.2
376,8600000US60952,60952,ZCTA5 60952,524,56.7,4.6,4.6,25.1,43750,50449,8.1,42.6
377,8600000US60953,60953,ZCTA5 60953,1977,63.6,5.8,4.4,13.5,51989,69090,10.7,36.5
378,8600000US60954,60954,ZCTA5 60954,5184,62.8,4.7,6.8,15.5,50429,66660,11,37.1
379,8600000US60955,60955,ZCTA5 60955,1498,72,5.1,4.4,14.7,45658,58312,15,35
380,8600000US60957,60957,ZCTA5 60957,4374,64.2,5.5,4.7,13.2,51429,62622,6.6,33.4
381,8600000US60958,60958,ZCTA5 60958,1691,48.6,24,8.9,21.3,22384,28818,23.5,54.3
382,8600000US60959,60959,ZCTA5 60959,885,63.2,2.8,8.3,24.8,43352,56021,15.8,35.5
383,8600000US60960,60960,ZCTA5 60960,825,64.8,6.8,6.6,14.4,49583,48888,10,37.4
384,8600000US60961,60961,ZCTA5 60961,618,56.6,11.3,0.7,9.6,54063,61902,8.3,20.7
385,8600000US60962,60962,ZCTA5 60962,472,65.9,4.7,3,11.6,43125,64256,10.6,38.3
386,8600000US60963,60963,ZCTA5 60963,1410,63.3,3.7,3.8,14.4,45741,63735,12.6,38.7
387,8600000US60964,60964,ZCTA5 60964,4247,62.6,3.7,3,14.8,53975,63651,9.6,35.2
388,8600000US60966,60966,ZCTA5 60966,1213,61.2,11.3,1.9,10.9,40250,54729,9.4,47.3
389,8600000US60968,60968,ZCTA5 60968,276,64.5,6.2,6.8,11.1,58393,69479,13.3,50.3
390,8600000US60969,60969,ZCTA5 60969,31,80.6,0,0,0,81250,96760,0,71.2
391,8600000US60970,60970,ZCTA5 60970,6085,58.8,5.6,9.9,18.5,38352,48856,8.9,43.3
392,8600000US60973,60973,ZCTA5 60973,335,57.9,8.4,5.8,15.8,42794,46563,6.2,50.6
393,8600000US60974,60974,ZCTA5 60974,259,52.1,4.7,3.4,22.3,38250,40493,6.4,53.3
394,8600000US61001,61001,ZCTA5 61001,1074,52,5.2,5.2,11.4,51250,59328,7.1,36.7
395,8600000US61006,61006,ZCTA5 61006,1608,74.4,3.5,3.6,5.8,54213,65747,8.7,33.5
396,8600000US61007,61007,ZCTA5 61007,559,63.9,4.7,3.3,8.4,61250,76688,8.9,25.6
397,8600000US61008,61008,ZCTA5 61008,26247,66.4,5.7,5.2,9.2,57806,73652,12.4,28
398,8600000US61010,61010,ZCTA5 61010,6244,71.1,1.6,4.5,7.1,71632,82910,4.4,16.8
399,8600000US61011,61011,ZCTA5 61011,1931,71.1,1.4,2,4.4,87750,117112,13,19.2
400,8600000US61012,61012,ZCTA5 61012,1808,63.8,3.3,2.1,15.9,59667,60896,15.1,30.5
401,8600000US61013,61013,ZCTA5 61013,402,69.7,1.4,6.2,6.7,55000,63287,5.1,37.5
402,8600000US61014,61014,ZCTA5 61014,945,68.9,3.1,1.2,6,55250,71407,6.3,33.6
403,8600000US61015,61015,ZCTA5 61015,593,63.4,7.8,0,2.7,56042,59702,17.2,26.3
404,8600000US61016,61016,ZCTA5 61016,3838,70.8,1.8,1.5,6.5,70571,79648,8.3,22.8
405,8600000US61018,61018,ZCTA5 61018,927,70,1,2.5,9,52813,85752,20.7,40.8
406,8600000US61019,61019,ZCTA5 61019,2681,54.6,4.2,2.6,6.1,58165,67538,4.4,43
407,8600000US61020,61020,ZCTA5 61020,2411,72.3,6,1.7,3.6,66111,67876,7.4,18.8
408,8600000US61021,61021,ZCTA5 61021,19099,58.9,5.9,6.1,10.4,49105,65446,10.5,31.2
409,8600000US61024,61024,ZCTA5 61024,1997,66.4,2.8,5.4,11.2,68125,71262,10.4,30.7
410,8600000US61025,61025,ZCTA5 61025,3758,71.7,3.9,3.9,11.4,56960,66266,5.2,31
411,8600000US61027,61027,ZCTA5 61027,0,-,-,-,-,-,-,-,-
412,8600000US61028,61028,ZCTA5 61028,1608,66.1,3.6,4.2,12.8,48864,67602,6.1,35.8
413,8600000US61030,61030,ZCTA5 61030,1852,66.4,6.9,8.6,11.5,49043,55268,9.5,39.5
414,8600000US61031,61031,ZCTA5 61031,1246,57.3,6.6,2.6,10.3,49667,72403,12.6,38.4
415,8600000US61032,61032,ZCTA5 61032,25245,62.7,8.7,7.9,15.7,39547,51244,11.5,44.4
416,8600000US61036,61036,ZCTA5 61036,5865,62,4.8,3.4,9.8,55491,83547,10,37.4
417,8600000US61037,61037,ZCTA5 61037,181,80.1,0,0,11.5,95278,74214,3.7,7.4
418,8600000US61038,61038,ZCTA5 61038,1012,57.6,10.1,7.4,18.2,53167,62649,16.9,21.4
419,8600000US61039,61039,ZCTA5 61039,839,75.9,1.9,3,11.1,58173,60925,8.9,27.6
420,8600000US61041,61041,ZCTA5 61041,1088,61,8.3,7.4,4.9,47188,73683,8.7,33.7
421,8600000US61042,61042,ZCTA5 61042,358,65.9,5.8,6.8,5.8,50972,60430,7,27.1
422,8600000US61043,61043,ZCTA5 61043,78,61.5,0,0,0,56667,60482,14,36
423,8600000US61044,61044,ZCTA5 61044,143,88.8,0,0,16.9,67054,67797,32,9.5
424,8600000US61046,61046,ZCTA5 61046,2388,59,4.3,3,12.3,52944,65626,5.1,39.8
425,8600000US61047,61047,ZCTA5 61047,1268,59.7,6.3,5.3,17,52222,58537,9,34.4
426,8600000US61048,61048,ZCTA5 61048,3283,61.6,5,2.9,16.3,47955,59397,6.3,35
427,8600000US61049,61049,ZCTA5 61049,453,67.1,2.1,1,4.7,60313,69517,7.1,23.2
428,8600000US61050,61050,ZCTA5 61050,220,74.5,19.8,8.4,0,31875,38003,18.8,33
429,8600000US61051,61051,ZCTA5 61051,1236,71.4,4.5,7.7,7.9,51058,60954,7.4,29.6
430,8600000US61052,61052,ZCTA5 61052,774,73.6,0.5,11.7,4.8,58355,65770,1.6,19.3
431,8600000US61053,61053,ZCTA5 61053,2454,59.8,6.8,4.9,12.4,47143,73200,10.7,40.8
432,8600000US61054,61054,ZCTA5 61054,3316,61.4,9.2,10.1,20.2,36816,53038,7.5,41.2
433,8600000US61057,61057,ZCTA5 61057,137,53.3,0,0,0,72639,72298,18.6,29.5
434,8600000US61059,61059,ZCTA5 61059,141,46.8,24.6,3.1,30.8,19408,33712,7.7,16.7
435,8600000US61060,61060,ZCTA5 61060,1199,73.3,3.3,6.1,10.4,55000,59361,11.8,30.5
436,8600000US61061,61061,ZCTA5 61061,5870,57.6,5.1,4.2,9.5,50494,66111,8.7,35.5
437,8600000US61062,61062,ZCTA5 61062,1528,68.9,10,4.5,8.4,60000,65994,6.1,27.7
438,8600000US61063,61063,ZCTA5 61063,3226,65.1,0.9,2.6,16.8,56216,69808,5.5,31.9
439,8600000US61064,61064,ZCTA5 61064,2843,66.4,4.4,3.3,10.6,51576,66521,8.4,35.4
440,8600000US61065,61065,ZCTA5 61065,8198,69.5,7.6,1.6,4.8,57312,70710,12,32.9
441,8600000US61067,61067,ZCTA5 61067,546,60.1,0,7.1,19.5,40726,83532,17.1,45.3
442,8600000US61068,61068,ZCTA5 61068,11492,70.5,5.6,5.8,11.4,47912,58002,12.6,34.1
443,8600000US61070,61070,ZCTA5 61070,962,73,0,2,16.4,52607,59930,6.6,23.8
444,8600000US61071,61071,ZCTA5 61071,11666,62.6,6.8,6.7,15.6,39823,50420,13.4,43.3
445,8600000US61072,61072,ZCTA5 61072,9161,66.6,1.3,3.2,9.5,74668,81883,7.4,23.6
446,8600000US61073,61073,ZCTA5 61073,15201,72.1,2.7,2.6,6.3,78285,89514,5.2,21.3
447,8600000US61074,61074,ZCTA5 61074,3627,64.4,9,11.3,11.1,39115,51591,19.8,35.3
448,8600000US61075,61075,ZCTA5 61075,800,68.5,6.4,5.6,7.9,55488,61923,4.5,33.4
449,8600000US61077,61077,ZCTA5 61077,79,65.8,0,18.8,0,62838,49977,0,15.2
450,8600000US61078,61078,ZCTA5 61078,1047,62.4,7.8,5.9,4.5,54097,66035,11.8,42.5
451,8600000US61079,61079,ZCTA5 61079,82,73.2,0,15.4,0,40625,48318,5.1,35.9
452,8600000US61080,61080,ZCTA5 61080,8480,67.2,8.9,3.4,10,55172,64111,12.7,27.3
453,8600000US61081,61081,ZCTA5 61081,17102,64.1,5.2,3.6,12.5,46846,61331,10.6,37
454,8600000US61084,61084,ZCTA5 61084,2075,78.2,0.7,1.9,8.4,77308,84808,4.6,25.8
455,8600000US61085,61085,ZCTA5 61085,2661,58.4,7.2,4.6,14.6,40199,58714,8.4,39.6
456,8600000US61087,61087,ZCTA5 61087,1395,64.9,6.2,9.3,17,45809,51214,10.3,33.8
457,8600000US61088,61088,ZCTA5 61088,4595,76.7,2,1,7.7,73426,83104,3.8,19.3
458,8600000US61089,61089,ZCTA5 61089,666,65.3,2.4,9.5,10.1,57037,61741,11.3,36.2
459,8600000US61091,61091,ZCTA5 61091,93,74.2,0,0,18.4,67644,54059,6.5,18.3
460,8600000US61101,61101,ZCTA5 61101,16570,57.8,17,8.2,18.8,30103,41621,19.1,51
461,8600000US61102,61102,ZCTA5 61102,14662,59.2,13.5,7.7,17.3,32441,45779,17.5,44.9
462,8600000US61103,61103,ZCTA5 61103,19260,62.4,13.9,8.5,13.3,35869,50037,13.3,41.5
463,8600000US61104,61104,ZCTA5 61104,13232,62.1,22.2,11.9,17.9,23088,30787,20.7,53.5
464,8600000US61107,61107,ZCTA5 61107,24873,65,7.8,4.6,9.8,57140,75585,10.3,31.1
465,8600000US61108,61108,ZCTA5 61108,23553,63.7,7.5,3.5,12.4,46718,57617,11.3,37.8
466,8600000US61109,61109,ZCTA5 61109,21735,66.8,8.3,6.7,14.6,41887,50298,15.6,35.2
467,8600000US61111,61111,ZCTA5 61111,18958,68.6,5.6,6.2,9.9,50360,64825,13.4,29.4
468,8600000US61112,61112,ZCTA5 61112,106,7.5,18.9,0,38.7,24200,73056,0,100
469,8600000US61114,61114,ZCTA5 61114,12035,60.1,6.7,2.7,9.6,66303,90873,6.1,34.5
470,8600000US61115,61115,ZCTA5 61115,18446,68.9,5.5,2.5,10.6,53094,61146,12.6,32.2
471,8600000US61201,61201,ZCTA5 61201,31061,61.9,8.7,6.9,14.1,41547,56273,11.8,38.6
472,8600000US61230,61230,ZCTA5 61230,1025,62.5,4,2.8,10,55847,60829,7.3,33.2
473,8600000US61231,61231,ZCTA5 61231,4357,59.4,6.6,5.2,11.7,44306,58455,9.3,38.2
474,8600000US61232,61232,ZCTA5 61232,1273,76.1,0,2.4,3.4,72604,83786,8,16.7
475,8600000US61234,61234,ZCTA5 61234,1041,72.8,5.5,1,14,58429,67129,5.8,25.5
476,8600000US61235,61235,ZCTA5 61235,1178,66.8,6.9,4,9.6,45441,62487,15.4,20.7
477,8600000US61236,61236,ZCTA5 61236,51,51,0,0,29.4,31667,36035,0,60
478,8600000US61238,61238,ZCTA5 61238,2357,62.4,4.5,6.7,8.4,56520,66401,6.8,32.1
479,8600000US61239,61239,ZCTA5 61239,812,67.7,10,5.3,23.8,28934,40357,12,54
480,8600000US61240,61240,ZCTA5 61240,4929,66.6,1.7,2.1,4.4,71894,92014,4,28.2
481,8600000US61241,61241,ZCTA5 61241,5287,68,3.7,3.1,9.1,55017,62992,5.9,32.4
482,8600000US61242,61242,ZCTA5 61242,907,67.8,1.3,4,8.2,64625,78392,7.2,25.6
483,8600000US61243,61243,ZCTA5 61243,178,68,1.9,7.7,10.6,52500,73013,9,34.5
484,8600000US61244,61244,ZCTA5 61244,19191,58.2,10.7,6.7,8.9,43741,55751,11.6,38.9
485,8600000US61250,61250,ZCTA5 61250,1951,63,4.5,2.8,10.9,57875,67539,6.7,33.5
486,8600000US61251,61251,ZCTA5 61251,280,66.8,0,0,11.7,58125,61236,4,24.1
487,8600000US61252,61252,ZCTA5 61252,4294,65.8,8.8,4.5,8.2,53586,64414,7.6,29.3
488,8600000US61254,61254,ZCTA5 61254,8899,63,2.9,4.5,3.8,69280,83659,6,25.9
489,8600000US61256,61256,ZCTA5 61256,1725,53.3,4.6,2.2,8,66734,83010,10,30.3
490,8600000US61257,61257,ZCTA5 61257,1033,62.4,5.2,1.5,7.6,49643,54688,12.9,37.7
491,8600000US61258,61258,ZCTA5 61258,274,59.9,1.7,2.5,8.4,46705,47016,9.4,43.9
492,8600000US61259,61259,ZCTA5 61259,922,74.5,2.7,0,9,64489,76844,4.3,24
493,8600000US61260,61260,ZCTA5 61260,701,73.5,2.7,0.9,2.7,62025,75467,2.5,21.8
494,8600000US61261,61261,ZCTA5 61261,737,69.9,5.7,0.5,9.2,54250,54838,10.3,34.5
495,8600000US61262,61262,ZCTA5 61262,1124,65.5,5.9,0.5,7,70313,81909,8.4,22.6
496,8600000US61263,61263,ZCTA5 61263,519,70.1,9.7,5.7,10,54732,53467,7,33.2
497,8600000US61264,61264,ZCTA5 61264,8785,62.6,5.7,7.3,13.5,48977,59737,7.1,35.8
498,8600000US61265,61265,ZCTA5 61265,35898,66.2,6.5,3.8,11,50092,65198,12.5,32.4
499,8600000US61270,61270,ZCTA5 61270,5921,60.6,4.2,3.6,11.9,54206,68059,8.6,37.1
500,8600000US61272,61272,ZCTA5 61272,1221,61.3,7.7,0.9,7.5,51750,56790,9.7,42.1
501,8600000US61273,61273,ZCTA5 61273,2653,66.8,5.9,2.2,6.9,68190,79155,5,29.8
502,8600000US61274,61274,ZCTA5 61274,253,90.5,0,0,0,85417,86964,7.4,12.8
503,8600000US61275,61275,ZCTA5 61275,3557,67.9,6.3,1.4,3.8,80488,89967,4.5,25.9
504,8600000US61276,61276,ZCTA5 61276,72,66.7,0,0,0,33229,72321,8.3,69
505,8600000US61277,61277,ZCTA5 61277,2490,63.2,3.9,5.8,12.5,49427,60004,5.3,38
506,8600000US61278,61278,ZCTA5 61278,221,67,7.6,1.7,5.1,91250,101678,4.9,24.4
507,8600000US61279,61279,ZCTA5 61279,729,74.2,0,1.8,4.1,52917,66018,12,24.5
508,8600000US61281,61281,ZCTA5 61281,2050,69.5,3.1,1,4.8,70815,83438,4.2,21.1
509,8600000US61282,61282,ZCTA5 61282,5788,62.1,5.5,6.1,18.3,42326,54062,10,47.5
510,8600000US61283,61283,ZCTA5 61283,1186,59.5,2.3,3.8,9.4,42404,55789,37.3,26.5
511,8600000US61284,61284,ZCTA5 61284,1980,68.2,1.3,3.3,7.3,83125,108392,3.5,21.7
512,8600000US61285,61285,ZCTA5 61285,1313,56.7,5.8,6.4,16,45109,54600,11.9,44.5
513,8600000US61301,61301,ZCTA5 61301,8312,70.6,10.7,6.6,8.9,48922,59110,11.1,33.4
514,8600000US61310,61310,ZCTA5 61310,3322,60.8,5.4,8.7,12.6,44962,54094,12.2,32.7
515,8600000US61311,61311,ZCTA5 61311,116,46.6,0,0,0,55000,123291,0,47.8
516,8600000US61312,61312,ZCTA5 61312,456,65.1,1,9.9,6.4,55625,70142,8.8,21
517,8600000US61313,61313,ZCTA5 61313,122,59.8,0,3.2,23.8,49107,60735,9.2,40
518,8600000US61314,61314,ZCTA5 61314,718,67,9.5,2,3.7,52083,60327,7.2,37
