,GEO.id,zip_code,GEO.display-label,total_population,percent_age_under_5,percent_age_5-9,percent_age_10-14,percent_age_15-19,percent_age_20-24,percent_age_25-34,percent_age_35-44,percent_age_45-54,percent_age_55-59,percent_age_60-64,percent_age_65-74,percent_age_75-84,percent_age85_and_over,percent_age_65_and_over,median_age
160,8600000US60423,60423,ZCTA5 60423,30261,6.5,8.6,7.8,8.4,4.9,7.6,15.7,16.8,7.1,5.3,7.3,2.7,1.2,11.3,40.1
161,8600000US60424,60424,ZCTA5 60424,2310,5.3,6.3,6.8,8.9,4.5,12.8,11.3,14.6,9.4,6.9,8.4,3.5,1.4,13.3,41.1
162,8600000US60425,60425,ZCTA5 60425,9000,7.9,5.2,7.5,8.1,5.8,11.5,10.7,14.7,6.4,6.1,9.2,5,1.9,16.1,38.4
163,8600000US60426,60426,ZCTA5 60426,28260,9.5,7.4,8.4,7.8,5.9,12.9,12.2,13.8,5.4,3.5,7.9,3.6,1.6,13.1,33.2
164,8600000US60428,60428,ZCTA5 60428,12463,5.1,7.7,8.1,8,6.7,10.6,12.4,15.2,7.9,4.9,7.2,4.9,1.4,13.5,38.2
165,8600000US60429,60429,ZCTA5 60429,16006,5.6,9.3,8.3,7.7,5.8,11.2,12.6,14.6,5.9,4.8,8.4,3.8,2.2,14.3,37.1
166,8600000US60430,60430,ZCTA5 60430,21217,3.6,7.4,7.6,10.3,5.4,9.7,13.3,16.8,6.7,5.7,7,4.3,2.2,13.6,41
167,8600000US60431,60431,ZCTA5 60431,21783,7.8,7.7,8.2,7.6,6.2,14.8,17,12.5,6,3.3,5.4,2.5,0.9,8.8,33.5
168,8600000US60432,60432,ZCTA5 60432,21448,10.1,10,8.2,7.2,7.8,16.4,14,12.4,3.4,3.6,4.1,2.1,0.7,7,29.4
169,8600000US60433,60433,ZCTA5 60433,17220,6.5,6.7,7.2,8.6,6.8,13.6,13.9,14.6,5,5,5.4,4.5,2.2,12.1,35.4
170,8600000US60435,60435,ZCTA5 60435,49002,6.9,7.9,6.4,6,6.8,14.7,14.6,13.6,5.2,4.7,5.9,4.8,2.3,13,35.7
171,8600000US60436,60436,ZCTA5 60436,18371,7.7,7.2,7.3,7.5,8,15.4,13.5,14.6,4.2,3.8,4.5,4.5,1.7,10.6,32.7
172,8600000US60437,60437,ZCTA5 60437,157,3.8,3.8,15.9,3.2,0.6,1.3,7,20.4,15.3,7,11.5,4.5,5.7,21.7,49.8
173,8600000US60438,60438,ZCTA5 60438,28815,5.6,6.5,6.2,7.4,6.2,12.2,11.7,16.4,6.5,5.7,8.6,5.1,2,15.7,40.6
174,8600000US60439,60439,ZCTA5 60439,23177,3.8,6.6,8.2,7.6,6.9,9,12.8,18.2,7.8,4.5,7.4,4.1,3.1,14.6,41.7
175,8600000US60440,60440,ZCTA5 60440,53836,7.9,8.8,7.2,7.9,7,14.7,16,12.2,6.2,4.9,4.8,1.5,1,7.3,32.4
176,8600000US60441,60441,ZCTA5 60441,35532,6.6,8.4,8.3,6.7,5.5,14.9,14.5,15.6,6.3,3.7,5.4,3.2,1,9.6,34.8
177,8600000US60442,60442,ZCTA5 60442,9684,4.6,8.2,8.7,6.8,4.9,16.3,11.8,18.5,6.4,5,4.9,3.2,0.8,8.9,35.4
178,8600000US60443,60443,ZCTA5 60443,20800,6.1,7.1,6.7,7.1,5.6,9.3,14.7,13.4,8.9,7.4,7.8,3.6,2.3,13.8,40.6
179,8600000US60444,60444,ZCTA5 60444,1842,8.5,8.3,6.7,7.7,2.8,13.1,12.6,12.7,5.1,7.9,9.1,4.3,1.1,14.5,37.6
180,8600000US60445,60445,ZCTA5 60445,26171,7.1,6.1,5.3,6.6,6.1,13.9,13.9,13.9,7,6.2,6.8,4.7,2.3,13.9,39.2
181,8600000US60446,60446,ZCTA5 60446,39871,6.6,8.9,9.9,9.2,6.7,15.2,16.4,12.1,3.6,3.5,4.7,2.4,0.6,7.7,31.4
182,8600000US60447,60447,ZCTA5 60447,14094,7.8,9,7.5,7.1,6.2,15.1,16.6,13.5,6.5,4.2,3.4,2.5,0.5,6.5,33.2
183,8600000US60448,60448,ZCTA5 60448,24678,4.2,6.1,7.4,8.2,6.7,11.7,11.6,19.3,7.5,6.2,5.6,4,1.5,11.1,40.6
184,8600000US60449,60449,ZCTA5 60449,9174,10.6,6,5.4,5.4,4.9,12.4,14.7,17.9,4.3,4.5,8.5,4.5,0.9,14,38
185,8600000US60450,60450,ZCTA5 60450,20689,6,7.2,5.8,6.6,5.5,12.5,12.3,16.2,7.3,5.6,9.1,3.8,2.1,15,40.6
186,8600000US60451,60451,ZCTA5 60451,34516,7.4,7.8,8.4,7.6,5.1,10.3,14.9,17.6,6.8,4.8,5.9,2.4,0.9,9.3,36.9
187,8600000US60452,60452,ZCTA5 60452,28096,6.8,4.8,7.9,7.5,7.7,13,12.9,15,7.7,4.5,7.6,3.3,1.2,12.1,37.2
188,8600000US60453,60453,ZCTA5 60453,56820,5.8,5.6,6.5,5.8,6.2,13.2,11.1,16.1,6.9,5.1,7.8,6.9,3.1,17.8,41.3
189,8600000US60455,60455,ZCTA5 60455,16343,6.3,8,7,6.8,7.7,12,11.6,14.1,7.3,7,7.7,2.8,1.6,12.1,38
190,8600000US60456,60456,ZCTA5 60456,4356,9,8.1,4.5,4.1,4.5,17.5,10.2,18.3,5.6,3.4,7.9,3.4,3.4,14.7,38.5
191,8600000US60457,60457,ZCTA5 60457,14367,9,6.2,7,4.9,5.1,15.8,14.5,9.9,8,5.3,9.1,3.8,1.4,14.3,36.4
192,8600000US60458,60458,ZCTA5 60458,14111,7.4,6.8,10.2,4.2,7,19.5,13.1,12,6.2,5.2,4.7,2.8,0.8,8.3,32.5
193,8600000US60459,60459,ZCTA5 60459,29107,5.1,6.6,8.7,7.9,7.4,12.6,12.6,15.4,6.4,4.8,7,4,1.4,12.4,36.4
194,8600000US60460,60460,ZCTA5 60460,1425,7.3,6,4.2,9.2,8.4,10.5,10.9,17,4.1,5.8,9.8,5.7,1.2,16.6,38.5
195,8600000US60461,60461,ZCTA5 60461,4706,2.4,4.6,4.7,3.3,2.9,7.5,11.3,19.4,8.6,8.6,14.1,6.9,5.6,26.6,51.9
196,8600000US60462,60462,ZCTA5 60462,38801,4.2,4.4,5.9,6.4,6,10.5,11.7,17,6.8,7.4,10.7,6.7,2.5,19.8,45.6
197,8600000US60463,60463,ZCTA5 60463,14337,3.6,4.2,5,7.2,4.5,7,8.6,14.2,8.7,6.6,11.8,13.3,5.3,30.4,52.7
198,8600000US60464,60464,ZCTA5 60464,9707,2.5,4.3,7.7,4.8,3.7,6.9,9.5,12,10,8.8,14.5,8.6,6.9,30,54.2
199,8600000US60465,60465,ZCTA5 60465,17567,4.9,4.1,4.2,6.8,7.5,10.3,12.4,15.9,8.5,7.4,8.3,6.3,3.5,18.1,44.9
200,8600000US60466,60466,ZCTA5 60466,22667,6,7.2,9,8.9,4.8,13.2,12.8,13.9,6.5,5.5,6.9,3.4,2,12.3,35.8
201,8600000US60467,60467,ZCTA5 60467,26880,4.8,5.3,8.1,7.5,5.3,8.4,10.9,18,8.3,6.1,9.1,5.6,2.8,17.5,44.9
202,8600000US60468,60468,ZCTA5 60468,5847,3.7,4.2,7.1,10,6.8,8.6,13.6,20.3,9.7,5.5,7.9,1.8,0.8,10.5,41.5
203,8600000US60469,60469,ZCTA5 60469,6017,10.2,5.1,12.3,8.7,6.7,15.2,15.1,12.4,5.5,4.6,2.3,1.5,0.1,4,30.2
204,8600000US60470,60470,ZCTA5 60470,603,4.5,3,7.1,11.8,6.8,12.1,13.9,17.9,5,4.1,5.8,7.1,0.8,13.8,40.6
205,8600000US60471,60471,ZCTA5 60471,13865,4.5,4.2,7.8,8.5,6.1,11.4,16.2,14.4,7.7,8.6,5.8,2.8,1.9,10.4,40
206,8600000US60472,60472,ZCTA5 60472,5182,3.6,6.2,6.9,8.8,7,8,12.7,11.6,8.2,8.1,9.6,6.4,3,18.9,43.2
207,8600000US60473,60473,ZCTA5 60473,22445,3.8,6,7.8,8.5,6.9,8.9,12.9,16.4,5.9,4.8,9.1,5.5,3.5,18.1,41.2
208,8600000US60474,60474,ZCTA5 60474,685,6.4,5.8,3.4,6.1,7,17.2,13.1,13.9,6.3,6.6,7.9,5.1,1.2,14.2,38.5
209,8600000US60475,60475,ZCTA5 60475,9797,9.9,6.3,7.6,4.1,6.3,14.4,11.2,15.6,5.7,4.5,8.8,3.8,1.8,14.5,36.6
210,8600000US60476,60476,ZCTA5 60476,2837,6.6,6.5,7.2,4.7,2.8,14.9,13.5,16.6,9.5,4.8,6.7,3.9,2.1,12.7,39.9
211,8600000US60477,60477,ZCTA5 60477,38144,6.9,5.7,5.4,6.3,5.2,15.9,11.8,14.8,8,5.8,7.3,4.8,2.1,14.2,38.6
212,8600000US60478,60478,ZCTA5 60478,16856,6.7,6.8,7.4,7.1,5.1,10.2,14.2,14.9,7.1,7.9,7.5,3.3,1.8,12.6,39.5
213,8600000US60479,60479,ZCTA5 60479,696,4.7,8.2,9.8,7.5,7.2,7.8,12.9,16.5,7.3,6.2,7.5,3,1.4,11.9,38.3
214,8600000US60480,60480,ZCTA5 60480,5006,5.9,3.3,5.9,8.9,2.5,10.5,15.3,15.5,6.9,9.5,8.7,6.6,0.5,15.8,44.3
215,8600000US60481,60481,ZCTA5 60481,11916,6.2,6.9,5.4,6.3,3.9,11.5,12.2,16.6,8.9,7,9.6,3.9,1.7,15.2,43.2
216,8600000US60482,60482,ZCTA5 60482,11152,5.8,5.4,6.6,6.8,6,16.8,13.1,14.6,7.6,6.4,5.7,4.1,1.2,11,37
217,8600000US60484,60484,ZCTA5 60484,6902,10.1,8.5,7.5,9.7,6.1,15.1,14.4,9.2,5.5,5.6,6,1.7,0.6,8.3,28.5
218,8600000US60487,60487,ZCTA5 60487,26795,5.3,7.1,7.4,8.5,5.4,12,13.7,17.2,7.5,6.3,6.2,2.4,1,9.5,37.9
219,8600000US60490,60490,ZCTA5 60490,19960,6.4,9.4,9.9,8.5,5.7,8,21.2,16.8,4.3,3.4,4.3,1.6,0.5,6.4,35.9
220,8600000US60491,60491,ZCTA5 60491,22573,4.4,7.4,8.1,7.4,4.5,8,13,18,9.2,6.6,8,3.5,1.9,13.3,43.4
221,8600000US60501,60501,ZCTA5 60501,11886,9.1,8.1,7.2,7.1,9.2,17.6,13.5,12.7,5.1,2.3,5.1,1.7,1.4,8.1,30
222,8600000US60502,60502,ZCTA5 60502,23552,8.2,9,9.3,5.1,4.3,15.2,18.4,15.1,4.3,3.6,5.8,1.4,0.3,7.4,34.4
223,8600000US60503,60503,ZCTA5 60503,16952,10.4,12.3,9.4,4.8,2.1,17.6,24.4,10.9,3.5,2.4,1.7,0.2,0.2,2.1,32.3
224,8600000US60504,60504,ZCTA5 60504,37956,7.9,9.8,6.6,7.6,5.6,18,18.1,13.3,4.5,3.1,3.3,1.3,0.7,5.3,32
225,8600000US60505,60505,ZCTA5 60505,71433,9.2,9.5,9.1,7.8,8.1,16.4,15.5,10.3,3.5,3.6,3.8,2.4,0.9,7.1,29
226,8600000US60506,60506,ZCTA5 60506,56982,6.3,8.8,7.5,9,6.9,13.4,13.5,13.9,5.6,4.7,5.5,3.1,1.7,10.3,33.9
227,8600000US60510,60510,ZCTA5 60510,28999,5.4,8.3,8.1,8,5.4,9.1,12.9,17.7,8.2,5.3,5.8,3.9,1.9,11.6,40.5
228,8600000US60511,60511,ZCTA5 60511,1575,8.9,5,3.2,5.5,10.4,9.8,6.5,21.3,7.4,7,11.6,2.7,0.6,14.9,45.2
229,8600000US60512,60512,ZCTA5 60512,1527,0.9,9,11.1,0,5.2,1.7,12.5,8.6,15,15.4,16.1,3.5,0.9,20.6,56.1
230,8600000US60513,60513,ZCTA5 60513,18995,6.4,4.8,6.9,6.6,6,14,13.9,14.8,7.5,7.1,5.9,3.3,2.8,12,39.1
231,8600000US60514,60514,ZCTA5 60514,10414,6,7.6,9.8,8.8,3,8.5,13.9,17.6,5.8,5.5,8.5,3.2,1.8,13.5,39.5
232,8600000US60515,60515,ZCTA5 60515,28054,5.3,7.9,6.7,6.4,4.7,9.5,14.1,16.8,7.2,5.9,8.2,4.7,2.7,15.6,42.2
233,8600000US60516,60516,ZCTA5 60516,28005,5.9,4.5,5.9,6.7,6.3,10.6,11.4,17.6,8.6,6.9,8.9,4.4,2.1,15.4,43.8
234,8600000US60517,60517,ZCTA5 60517,32578,6.5,6.8,4.6,6.1,6.6,15.8,15.8,14.8,7.9,5.7,6.4,2.4,0.6,9.4,37.4
235,8600000US60518,60518,ZCTA5 60518,3714,3.3,7.7,6.9,7.5,5.2,10.4,11.6,18.8,7,6.7,8.2,5.9,0.6,14.8,43.3
236,8600000US60519,60519,ZCTA5 60519,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
237,8600000US60520,60520,ZCTA5 60520,2869,5.6,5.9,7.2,6.8,8.6,9.8,12.1,17.3,9.4,5.4,7.9,3.5,0.5,11.8,39.2
238,8600000US60521,60521,ZCTA5 60521,17660,5.5,9.8,10.3,8.9,3.2,4.9,12.5,18.5,7.4,5.6,6.7,3.9,2.6,13.3,41.7
239,8600000US60523,60523,ZCTA5 60523,9818,1.7,4,5.8,5.4,3.4,6.6,7.3,14,6.4,11.5,14.7,12.9,6.3,33.9,56.9
240,8600000US60525,60525,ZCTA5 60525,31514,6.5,7.1,7.4,5.5,4.5,8.4,13.3,15.9,7.8,7,8.6,5.3,2.7,16.6,43.1
241,8600000US60526,60526,ZCTA5 60526,13609,6.4,6.7,7.7,6.2,5.8,11.6,13.4,14.7,6.8,5.3,5.8,5,4.7,15.4,39.4
242,8600000US60527,60527,ZCTA5 60527,28181,4.7,5.9,8.7,6.5,4,11.4,11.3,15.7,8.3,7.2,8.5,5.6,2.4,16.5,43.3
243,8600000US60530,60530,ZCTA5 60530,605,6.6,6.8,8.8,9.1,5.6,6.1,11.7,14.9,8.4,12.4,6.6,2,1,9.6,43.2
244,8600000US60531,60531,ZCTA5 60531,1818,4.8,5.3,8.9,4,5.1,9.8,13.7,15.5,10.6,8.1,9.7,2.5,1.9,14.1,43.5
245,8600000US60532,60532,ZCTA5 60532,27008,5.7,5.7,5,6.1,7.6,17.1,12.1,16.7,7.3,5.2,6.2,3.1,2.3,11.5,37.4
246,8600000US60534,60534,ZCTA5 60534,10626,5.5,5.6,7,6.2,9.2,14,13.6,14.5,6.1,4.7,7.7,4,1.9,13.6,36.9
247,8600000US60536,60536,ZCTA5 60536,109,9.2,0,0.9,13.8,11.9,8.3,18.3,15.6,5.5,1.8,8.3,4.6,1.8,14.7,42.3
248,8600000US60537,60537,ZCTA5 60537,690,12.5,8.6,5.1,8.1,5.2,15.9,13.8,15.8,3.6,3,4.3,4.1,0,8.4,33.4
249,8600000US60538,60538,ZCTA5 60538,26202,10.3,7.7,8.4,7.5,4.6,16.4,17.4,10.5,4.5,4.2,4.4,2.9,1.2,8.4,32.6
250,8600000US60539,60539,ZCTA5 60539,248,24.2,0,0,0,0,17.3,0,0,17.3,41.1,0,0,0,0,56.5
251,8600000US60540,60540,ZCTA5 60540,43053,5.8,7.2,7.7,8.9,5.3,9.6,13.4,16.5,7.3,6.5,7.2,3.4,1.1,11.8,39.7
252,8600000US60541,60541,ZCTA5 60541,3033,6.7,6.6,6.1,6.3,5.1,12.3,12.9,20.4,5.3,5.4,7.9,3.7,1.2,12.8,40.7
253,8600000US60542,60542,ZCTA5 60542,16820,8.7,7.5,6.6,6,4,16.2,16.1,14.8,5.7,4.8,5.6,2.7,1.3,9.5,35.6
254,8600000US60543,60543,ZCTA5 60543,37053,6.9,10.1,9.2,8,4.5,10.2,18.5,15.9,5.3,4.3,4.5,1.9,0.6,7.1,35.7
255,8600000US60544,60544,ZCTA5 60544,25188,7.8,8.7,9.3,7.1,4.5,10.7,15.4,13.8,4.5,3.9,7.4,5.4,1.6,14.5,35.9
256,8600000US60545,60545,ZCTA5 60545,13141,9.1,6.7,7.7,6,7.1,19.3,12.9,13.3,4.5,4.8,4.2,3.9,0.6,8.8,31.6
257,8600000US60546,60546,ZCTA5 60546,15970,4.6,6.1,8.4,6.5,6.1,10.2,12.9,16.8,7,5.7,8.3,4.4,2.8,15.6,41.9
258,8600000US60548,60548,ZCTA5 60548,12281,5.1,6.2,5.9,7.4,6.4,10.6,12.4,17.3,8.4,5.1,8.3,4.2,2.7,15.3,42.9
259,8600000US60549,60549,ZCTA5 60549,982,7,6.3,9.1,13.5,10.9,12.4,11.8,5.1,11.9,4.3,4.8,2.9,0,7.6,32.2
260,8600000US60550,60550,ZCTA5 60550,1528,7.5,9.9,11.2,5.7,5.8,11.6,9.7,14.9,2.8,3.6,8.8,5.4,3.1,17.3,32.9
261,8600000US60551,60551,ZCTA5 60551,4779,3.1,7.4,4.4,5,8.9,14.2,15.4,20,6.9,4.5,5.3,3.4,1.3,10,39.9
262,8600000US60552,60552,ZCTA5 60552,4521,6.2,5.2,7.3,11.9,4.4,10.4,12.8,16,6.2,5.3,9.3,4.2,1,14.5,39.2
263,8600000US60553,60553,ZCTA5 60553,843,7.2,5.8,11.3,6.6,5.3,8.3,13.6,16,5.2,7.5,9.7,2,1.3,13,39.9
264,8600000US60554,60554,ZCTA5 60554,11597,5.2,8.8,6.7,6.5,3.8,8.8,17.3,16.2,7.3,8.3,6.6,4,0.6,11.2,40.9
265,8600000US60555,60555,ZCTA5 60555,13543,6.5,6.1,6,7.1,7.9,13.2,17,15.7,7.1,4.4,5.8,2.6,0.6,9.1,37.1
266,8600000US60556,60556,ZCTA5 60556,1871,8.3,5.6,7.3,7,7.4,12.6,15.7,12.2,7.3,5.2,5.9,3.6,2,11.4,36.6
267,8600000US60557,60557,ZCTA5 60557,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
268,8600000US60558,60558,ZCTA5 60558,13008,5.4,9.3,9.6,8.7,3.7,5.5,12.5,17.7,8.9,4.6,7.8,4.7,1.5,14.1,42.4
269,8600000US60559,60559,ZCTA5 60559,24496,6.3,5.8,5.1,4.7,4.8,17.6,12.8,14.9,8.6,5.9,6.8,4,2.7,13.5,39
270,8600000US60560,60560,ZCTA5 60560,22907,7.5,9.4,9.2,5.7,5.5,13.7,17.8,12.3,5.7,4,5.6,2.5,1.2,9.3,34.5
271,8600000US60561,60561,ZCTA5 60561,23067,4.4,5.3,6.4,6.7,4.1,9.6,11.3,16.3,9.9,7.2,12.3,4.8,1.6,18.7,46.5
272,8600000US60563,60563,ZCTA5 60563,36512,7.2,5.7,7.3,6.3,5.6,17.9,14.7,12.6,5.3,4.9,5.7,3.7,3.1,12.5,35
273,8600000US60564,60564,ZCTA5 60564,41453,5.8,10.5,11.1,9.6,3.5,5.9,17.8,20,5.4,3.7,4.5,1.7,0.6,6.8,37.9
274,8600000US60565,60565,ZCTA5 60565,40864,5.3,7.1,9.2,8.4,6.1,7.1,13,19.5,9,6.5,5.9,2.1,0.8,8.8,40.8
275,8600000US60585,60585,ZCTA5 60585,22627,7.3,11.1,12.1,7.7,2.5,9.5,23.2,14.5,4.4,3.1,3.2,1.2,0.1,4.5,34.8
276,8600000US60586,60586,ZCTA5 60586,46395,8.1,9.7,8.9,10,5.5,14.1,17.2,13.5,4.1,4.4,3.5,0.7,0.3,4.5,31.3
277,8600000US60601,60601,ZCTA5 60601,9732,3.7,0.6,0.8,3.1,10.3,28.9,11.5,9.5,12.1,10.3,5,4,0.2,9.3,36.6
278,8600000US60602,60602,ZCTA5 60602,1463,6.8,2.3,0,9.9,15.9,27.7,10,8.7,6.9,3.4,0.8,7,0.6,8.4,32.4
279,8600000US60603,60603,ZCTA5 60603,882,0,0,0.6,20.1,28.9,23.2,3.5,7.3,4.4,9,3.1,0,0,3.1,26.1
280,8600000US60604,60604,ZCTA5 60604,415,1.7,0,0,0,7.7,21,4.3,20,15.4,22.2,7.7,0,0,7.7,54
281,8600000US60605,60605,ZCTA5 60605,24972,5.5,2.4,0.6,5.7,10.8,30.3,15.7,11.1,5.2,4.4,4.9,2.9,0.4,8.3,33.1
282,8600000US60606,60606,ZCTA5 60606,2789,8.4,0,0.6,0,10.3,48.2,17.8,4.9,2.7,3,3.3,0.8,0,4.1,30.9
283,8600000US60607,60607,ZCTA5 60607,25134,4.7,2.6,1.8,7.6,13.2,33,16.3,7.7,4.5,2.9,3.3,2,0.5,5.8,30.6
284,8600000US60608,60608,ZCTA5 60608,78794,6.4,6.2,5.8,7.1,10.1,21.2,14.3,11.7,5.2,4.2,3.9,2.7,1.1,7.8,31.3
285,8600000US60609,60609,ZCTA5 60609,62773,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4
286,8600000US60610,60610,ZCTA5 60610,38740,3.6,3.1,2.8,2.7,8.1,31.1,11.6,10.6,4.4,6.1,9.4,4.8,1.8,15.9,34.3
287,8600000US60611,60611,ZCTA5 60611,29722,2.7,1,0.7,1.5,8.2,30.9,9.5,12.7,6,7.5,11.8,5.5,2,19.3,39.5
288,8600000US60612,60612,ZCTA5 60612,36052,8,6,7.9,8,8.3,20.1,14.3,10.5,4.7,4.3,4.4,2.6,0.8,7.9,30.6
289,8600000US60613,60613,ZCTA5 60613,49536,5.1,2.7,2.5,1.9,11.3,35,16.2,10.7,3.9,3.2,3.8,2.4,1.5,7.6,31.5
290,8600000US60614,60614,ZCTA5 60614,68363,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8
291,8600000US60615,60615,ZCTA5 60615,40745,6.2,4.4,4.8,6.3,9.5,20.2,12.8,11.8,4.7,6.1,7.8,4,1.5,13.2,33.9
292,8600000US60616,60616,ZCTA5 60616,49491,4.6,3.6,5,6.4,10.5,18.9,13.4,13.2,6.6,5,6.3,4.6,2,12.9,35.8
293,8600000US60617,60617,ZCTA5 60617,83435,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
294,8600000US60618,60618,ZCTA5 60618,97413,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9
295,8600000US60619,60619,ZCTA5 60619,64922,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4
296,8600000US60620,60620,ZCTA5 60620,73253,6.2,6.3,7.4,8.8,7,10.7,13,13.6,6.2,4.8,8.7,5.6,1.7,16,38.2
297,8600000US60621,60621,ZCTA5 60621,33608,8.5,7.5,7.5,9.4,8.7,12.1,10.8,12.4,6.7,4.8,5.8,4.2,1.7,11.6,31.6
298,8600000US60622,60622,ZCTA5 60622,54272,6.6,4.7,3.9,3.8,7.8,34.6,17.2,9.1,3.5,2.7,3.1,2.1,1,6.2,31.1
299,8600000US60623,60623,ZCTA5 60623,85158,9.3,8.8,8.3,9.2,9.4,15.6,12.7,11.8,4.6,3.2,4,2.3,0.7,6.9,27.8
300,8600000US60624,60624,ZCTA5 60624,39283,8.1,9.1,8.9,9.8,9.2,13.3,10.5,12.4,4.4,3.7,5.9,3.5,1.1,10.5,27.9
301,8600000US60625,60625,ZCTA5 60625,78966,7.6,5.1,4.9,6,7.2,22.6,16.1,12.5,5.1,4,5.2,2.8,0.9,8.9,33.4
302,8600000US60626,60626,ZCTA5 60626,51061,6.8,4.3,4,6.7,10.9,20.9,15.3,12.7,5.4,4.4,4.6,2.3,1.5,8.4,33
303,8600000US60628,60628,ZCTA5 60628,71710,6.2,6.7,7.3,8.8,6.5,11.6,12.1,13.1,6.2,5.8,9.2,5.2,1.4,15.7,37.5
304,8600000US60629,60629,ZCTA5 60629,113833,8.7,9.2,8.9,9,7.8,15.6,13.9,12,4.8,3.5,3.7,1.9,0.9,6.5,29.2
305,8600000US60630,60630,ZCTA5 60630,57886,6.5,6,6.1,6,5.5,14.9,15.5,15.7,5.7,4.9,6.4,4.5,2.2,13.1,38.1
306,8600000US60631,60631,ZCTA5 60631,28899,5.1,6.9,4.7,3.7,5.2,12,14.6,15.9,7.9,5.7,7.2,6.2,5.1,18.5,43.7
307,8600000US60632,60632,ZCTA5 60632,90845,8.6,8.2,9.6,8.4,8.4,15.2,15.4,11.5,4.5,3.1,3.9,2.1,1,7,29.3
308,8600000US60633,60633,ZCTA5 60633,13474,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6
309,8600000US60634,60634,ZCTA5 60634,72718,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9
310,8600000US60636,60636,ZCTA5 60636,39918,7.6,6,8.1,10.2,8.5,13.1,11.6,13,5,4.5,7.5,3.5,1.3,12.3,32.2
311,8600000US60637,60637,ZCTA5 60637,48270,7.2,8.1,7.6,10.1,9.3,13.5,11.4,11.8,5.6,4.5,5.4,3.6,1.9,10.9,30.7
312,8600000US60638,60638,ZCTA5 60638,56033,6.4,6.2,6.3,6.5,6.1,15,13.4,14.5,6.8,4.8,7.1,4.3,2.6,14,37.2
313,8600000US60639,60639,ZCTA5 60639,91934,8.1,8.9,8,8.8,8.7,14.9,14.9,12.3,4.8,3.6,4.5,1.9,0.8,7.1,30.3
314,8600000US60640,60640,ZCTA5 60640,64365,5.3,2.8,2.6,2.6,4.8,27.1,17.6,14.1,6.3,5.1,6.2,3.6,1.9,11.7,37.2
315,8600000US60641,60641,ZCTA5 60641,70730,7.4,6.5,6.1,5.8,7.4,16.2,14.9,14.5,6.3,5.1,5.6,3,1.1,9.7,35.3
316,8600000US60642,60642,ZCTA5 60642,18312,4.9,2.2,2.1,2.3,10.5,39.1,17.7,9,2.6,2.7,4.8,1.4,0.7,6.9,31.7
317,8600000US60643,60643,ZCTA5 60643,51836,5.8,6.4,7.7,6.6,5.7,9.5,12.3,15.3,6.8,6.5,8.2,6.6,2.6,17.3,42.1
318,8600000US60644,60644,ZCTA5 60644,47631,7.9,7.2,7.3,9.2,7.3,14,11.4,14.2,5.2,5.1,6.4,3.5,1.4,11.3,32.5
319,8600000US60645,60645,ZCTA5 60645,46913,8.2,8,7,6,6.7,14.3,13.2,13.6,5.8,5.6,6.5,3.4,1.9,11.8,35
320,8600000US60646,60646,ZCTA5 60646,28314,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7
321,8600000US60647,60647,ZCTA5 60647,87146,6.8,5.8,5.2,5.4,8.5,27,16.8,10.6,4.2,3.5,3.7,1.8,0.6,6.2,31.6
322,8600000US60649,60649,ZCTA5 60649,45444,7.1,5.3,6,6.4,7.5,14.1,12.3,15.2,7.2,5.9,6.8,4.4,1.7,12.9,37.9
323,8600000US60651,60651,ZCTA5 60651,61150,7.7,7.2,7.3,8.6,7.9,15,12.8,11.5,6.1,6,6.6,2.5,0.9,10,32.7
324,8600000US60652,60652,ZCTA5 60652,42517,6.3,7.4,7.9,8.5,7.5,12.6,12.8,16.5,6.5,4.6,4.9,2.7,1.9,9.5,34.9
325,8600000US60653,60653,ZCTA5 60653,31086,7.6,7.6,7.7,6.8,6.1,13.1,15.6,12.3,4.3,5.5,6.9,4.5,2,13.4,35.6
326,8600000US60654,60654,ZCTA5 60654,15885,3.8,0.7,1,0.9,8.2,40.8,20.4,10.8,5.5,4.1,2.3,1.1,0.3,3.7,32.8
327,8600000US60655,60655,ZCTA5 60655,28173,7.2,7,7.2,8.4,5.9,11.2,14.6,16.1,6.5,4.9,5.9,3.6,1.6,11,37.6
328,8600000US60656,60656,ZCTA5 60656,27468,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
